name,connotation_1,connotation_2,connotation_3,connotation_4,connotation_5
keane,irish origin,strong,warrior,keen,leader
keani,hawaiian,ocean,serene,nature,unique
keanna,unique,creative,strong,elegant,modern
keano,irish origin,strong,unique,modern,athletic
keante,unique,modern,strong,creative,charismatic
keanu,hawaiian,cool,serene,strong,actor
keara,irish origin,dark-haired,strong,feminine,unique
kearah,unique,modern,feminine,strong,elegant
keari,unique,elegant,modern,feminine,creative
kearia,unique,elegant,modern,feminine,strong
kearra,unique,strong,elegant,modern,creative
kearsten,unique,modern,strong,feminine,creative
kearstin,unique,modern,creative,strong,feminine
kearston,unique,modern,strong,feminine,creative
kearstyn,unique,modern,creative,strong,feminine
keary,irish,cheerful,dark-haired,warrior,unique
keasha,unique,modern,feminine,strong,creative
keasia,unique,modern,feminine,elegant,strong
keaston,unique,modern,strong,creative,sophisticated
keaten,strength,intelligence,creativity,leadership,reliability
keaton,strength,creativity,intelligence,charisma,uniqueness
keatyn,modern,unique,trendy,feminine,youthful
keauna,unique,modern,feminine,strong,creative
keaundra,unique,strong,modern,creative,confident
kechia,unique,creative,strong,independent,compassionate
kecia,unique,creative,strong,compassionate,independent
kedar,powerful,noble,ancient,musical,spiritual
kedarius,unique,strong,modern,creative,distinctive
kedra,unique,strong,creative,modern,elegant
kedric,strong,noble,leader,unique,intelligent
kedrick,strong,leader,noble,unique,intelligent
kee,unique,modern,friendly,creative,energetic
keean,strong,unique,modern,creative,intelligent
keeana,unique,modern,feminine,strong,elegant
keefe,noble,gentle,kind,handsome,leader
keefer,strong,reliable,leader,protector,trustworthy
keegan,irish heritage,strength,independence,creativity,leadership
keegen,energetic,friendly,adventurous,strong,charismatic
keeghan,irish origin,strong,youthful,modern,unique
keela,graceful,beautiful,noble,strong,intelligent
keelan,irish origin,slender,fair,warrior,noble
keelee,unique,modern,feminine,playful,youthful
keeleigh,unique,modern,feminine,youthful,creative
keeley,irish origin,lively,graceful,warrior,joyful
keeli,unique,cheerful,friendly,creative,energetic
keelie,lively,spirited,youthful,cheerful,unique
keelin,irish origin,slender,fair,pure,warrior
keely,graceful,lively,strong,joyful,kind
keelyn,irish origin,graceful,unique,modern,feminine
keena,unique,strong,feminine,modern,creative
keenan,irish heritage,strong,noble,warrior,leader
keene,sharp,intelligent,perceptive,enthusiastic,keen
keenen,unique,strong,creative,intelligent,charismatic
keenon,sharp,intelligent,enthusiastic,perceptive,energetic
keenya,exotic,unique,strong,feminine,cultural
keera,graceful,strong,intelligent,kind,creative
keerat,graceful,kind-hearted,spiritual,noble,artistic
keerthana,melody,fame,divine,artistic,joyful
keerthi,fame,glory,honor,prestige,renown
keesha,friendly,energetic,creative,independent,strong
keeshawn,unique,modern,strong,creative,charismatic
keeton,surname,masculine,english origin,strong,unique
keeva,graceful,strong,kind,noble,radiant
keevin,unique,modern,creative,friendly,strong
keevon,strong,unique,modern,creative,confident
kegan,irish origin,fiery,passionate,strong-willed,leader
kehlani,hawaiian origin,sea and sky,modern and unique,musical influence,strong and independent
kehlany,exotic,unique,modern,musical,strong
kei,japanese origin,unisex name,respect,blessing,joy
keia,unique,modern,feminine,strong,creative
keian,unique,modern,strong,creative,intelligent
keiana,unique,elegant,modern,feminine,strong
keianna,unique,elegant,modern,creative,strong
keiara,elegant,unique,modern,graceful,strong
keiarra,unique,elegant,modern,feminine,strong
keiasia,unique,modern,feminine,exotic,strong
keiden,modern,unique,strong,trendy,youthful
keidra,unique,strong,creative,modern,independent
keidy,unique,modern,feminine,youthful,creative
keifer,strong,unique,artistic,adventurous,charismatic
keiffer,strong,unique,adventurous,creative,dependable
keigan,modern,unique,strong,creative,friendly
keighan,unique,modern,strong,creative,friendly
keighley,english origin,feminine,unique,modern,place name
keiko,japanese origin,respectful,joyful,childlike,blessed
keil,strength,leadership,reliability,intelligence,determination
keila,beautiful,strong,graceful,intelligent,kind
keilah,biblical,strong,unique,feminine,graceful
keilan,unique,modern,strong,creative,friendly
keilana,hawaiian origin,heavenly,regal,strong,graceful
keilani,hawaiian,heavenly,serene,graceful,beautiful
keilany,exotic,unique,feminine,melodic,modern
keilee,youthful,cheerful,modern,unique,friendly
keileigh,unique,modern,feminine,creative,youthful
keilen,unique,modern,strong,creative,friendly
keiley,joyful,creative,friendly,energetic,unique
keili,unique,feminine,modern,youthful,cheerful
keilly,unique,cheerful,friendly,creative,energetic
keily,joyful,creative,energetic,friendly,unique
keilyn,unique,modern,feminine,graceful,creative
keion,strong,leader,unique,intelligent,charismatic
keiona,unique,graceful,strong,elegant,modern
keionna,unique,elegant,modern,strong,creative
keiosha,unique,elegant,modern,strong,creative
keir,strong,noble,leader,charismatic,intelligent
keira,irish origin,dark-haired,feminine,strong,modern
keirah,unique,graceful,strong,modern,elegant
keiran,irish origin,dark-haired,strong,noble,modern
keiren,irish origin,strong,modern,unique,masculine
keiri,unique,creative,friendly,energetic,modern
keiron,strong,wise,leader,protector,noble
keirra,unique,strong,creative,independent,elegant
keirsten,unique,creative,strong,independent,compassionate
keirstin,unique,creative,strong,independent,friendly
keirstyn,unique,modern,feminine,creative,strong
keiry,unique,modern,feminine,cheerful,creative
keisa,unique,elegant,strong,modern,feminine
keisha,african-american heritage,modern,strong,feminine,unique
keishaun,unique,modern,strong,creative,distinctive
keishawn,unique,modern,strong,creative,distinctive
keishia,unique,creative,strong,independent,charismatic
keishla,unique,modern,feminine,strong,creative
keishon,unique,modern,strong,creative,charismatic
keisi,unique,modern,feminine,elegant,creative
keiston,unique,modern,strong,creative,distinctive
keisy,unique,modern,feminine,youthful,creative
keita,warrior,noble,leader,strong,resilient
keith,strong,reliable,traditional,friendly,intelligent
keitha,strength,uniqueness,femininity,heritage,resilience
keithan,unique,strong,modern,creative,friendly
keithen,unique,strong,modern,creative,masculine
keiton,strength,uniqueness,modernity,creativity,intelligence
keivon,unique,strong,modern,creative,charismatic
kejuan,unique,modern,strong,creative,distinctive
kekoa,brave,warrior,strong,courageous,protector
kel,strong,modern,unique,friendly,creative
kela,hawaiian origin,pure,noble,bright,joyful
kelahni,exotic,unique,melodic,graceful,modern
kelaiah,biblical,unique,spiritual,ancient,strong
kelan,warrior,slender,powerful,intelligent,noble
kelani,hawaiian origin,heavenly,serene,ocean,nature
kelbie,energetic,friendly,unique,playful,creative
kelby,nature,strength,uniqueness,modernity,creativity
kelce,travis kelce,football,kansas city chiefs,tight end,athleticism
kelcee,unique,modern,friendly,creative,energetic
kelcey,unisex,modern,friendly,unique,youthful
kelci,unique,modern,friendly,creative,energetic
kelcie,friendly,energetic,creative,independent,compassionate
kelcy,friendly,creative,energetic,independent,unique
kelden,strong,unique,modern,adventurous,creative
keldon,strong,unique,modern,masculine,adventurous
keldrick,strong,unique,leader,noble,resilient
kelechi,strength,blessing,heritage,leadership,resilience
keleigh,unique,creative,modern,feminine,elegant
keli,hawaiian origin,feminine,joyful,nature-loving,unique
kelia,graceful,strong,unique,elegant,kind
kelilah,crown,victory,perfection,completion,beauty
kelin,unique,modern,creative,strong,friendly
kelis,music,unique,strong,creative,bold
kelise,elegant,unique,modern,feminine,graceful
kelisha,unique,modern,feminine,strong,creative
keliyah,unique,modern,feminine,strong,creative
kella,strong,unique,feminine,modern,elegant
kellan,strong,brave,handsome,noble,warrior
kelle,friendly,energetic,creative,approachable,reliable
kellee,friendly,creative,energetic,unique,compassionate
kelleen,irish,feminine,unique,modern,graceful
kelleigh,feminine,unique,modern,friendly,creative
kellen,strong,noble,friendly,modern,unique
kellene,irish origin,feminine,unique,strong,graceful
keller,strong,resilient,determined,inspirational,pioneering
kelley,irish heritage,friendly,energetic,creative,reliable
kelli,friendly,energetic,creative,outgoing,cheerful
kelliann,irish heritage,femininity,uniqueness,warmth,friendliness
kellianne,feminine,unique,modern,elegant,friendly
kellie,friendly,energetic,creative,kind-hearted,outgoing
kellin,strong,creative,unique,modern,friendly
kellis,unique,modern,strong,creative,elegant
kellon,strong,unique,modern,masculine,creative
kellsey,friendly,creative,energetic,compassionate,independent
kellsie,friendly,energetic,creative,kind-hearted,independent
kelly,irish heritage,friendly,energetic,creative,approachable
kellyann,friendly,approachable,cheerful,nurturing,creative
kellyanne,irish heritage,feminine,traditional,strong-willed,sophisticated
kellye,friendly,creative,energetic,compassionate,intelligent
kellyn,unisex,modern,unique,strong,friendly
kelon,unique,modern,strong,creative,distinctive
kelsay,unique,modern,friendly,creative,strong
kelsea,friendly,creative,energetic,compassionate,adventurous
kelsee,friendly,creative,energetic,modern,unique
kelsei,friendly,creative,energetic,unique,modern
kelsey,friendly,cheerful,creative,intelligent,approachable
kelsi,friendly,creative,energetic,independent,modern
kelsie,friendly,energetic,creative,kind,outgoing
kelson,strength,leadership,reliability,intelligence,creativity
kelsy,friendly,creative,energetic,independent,approachable
kelton,strength,tradition,uniqueness,sophistication,reliability
kelvin,scientific,intelligent,innovative,analytical,precise
kelvon,unique,modern,strong,creative,distinctive
kelvyn,modern,unique,strong,creative,intelligent
kelyn,unique,modern,creative,feminine,elegant
kem,strong,unique,creative,modern,friendly
kemal,perfection,excellence,maturity,completeness,nobility
kemani,unique,creative,strong,modern,artistic
kemar,jamaican origin,strong,unique,athletic,charismatic
kemari,unique,modern,athletic,creative,strong
kemarion,unique,modern,strong,creative,distinctive
kemauri,unique,modern,strong,creative,distinctive
kemba,strength,leadership,uniqueness,cultural richness,resilience
kemberly,unique,elegant,modern,feminine,creative
kemet,ancient egypt,black land,fertility,nile river,civilization
kemi,african origin,feminine,joyful,strong,nurturing
kemiya,unique,elegant,mysterious,artistic,strong
kemiyah,unique,modern,creative,strong,feminine
kemon,unique,modern,strong,creative,distinctive
kemoni,unique,modern,strong,creative,distinctive
kemontae,unique,modern,strong,creative,distinctive
kemonte,unique,strong,modern,creative,distinctive
kemora,unique,modern,feminine,strong,creative
kemp,warrior,strong,leader,resilient,determined
kemper,surname,strength,historical,germanic,professional
kemuel,god's helper,divine support,spiritual guidance,heavenly messenger,faithful servant
kemya,exotic,unique,mystical,elegant,modern
ken,strong,dependable,intelligent,friendly,athletic
kena,divine,mysterious,graceful,strong,unique
kenadee,unique,modern,feminine,strong,creative
kenadi,unique,modern,strong,feminine,creative
kenadie,unique,modern,feminine,strong,creative
kenady,unique,modern,strong,feminine,sophisticated
kenai,alaska,nature,wilderness,adventure,fishing
kenan,biblical,strong,wise,traditional,enduring
kenard,brave,strong,leader,noble,protector
kenda,strong,compassionate,creative,independent,intelligent
kendahl,strength,elegance,uniqueness,modernity,sophistication
kendal,strength,elegance,nature,sophistication,creativity
kendale,strength,leadership,nature,uniqueness,modernity
kendall,strength,elegance,intelligence,creativity,leadership
kendallyn,unique,feminine,modern,elegant,strong
kendalyn,unique,modern,feminine,elegant,creative
kendalynn,unique,feminine,modern,elegant,creative
kendan,strength,uniqueness,modernity,creativity,leadership
kendarious,unique,strong,modern,creative,distinctive
kendarius,unique,strong,modern,creative,distinctive
kendel,strength,uniqueness,creativity,leadership,intelligence
kendell,strength,elegance,intelligence,creativity,leadership
kenden,strength,uniqueness,modernity,creativity,leadership
kenderick,strong,leader,charismatic,unique,resilient
kendi,unique,strong,independent,creative,modern
kendle,unique,modern,strong,creative,friendly
kendon,strength,uniqueness,modernity,leadership,creativity
kendra,strong,independent,feminine,modern,confident
kendrah,strong,creative,independent,compassionate,intelligent
kendre,unique,modern,strong,creative,friendly
kendrea,unique,modern,feminine,strong,creative
kendrell,strong,unique,modern,creative,charismatic
kendria,strong,creative,unique,elegant,intelligent
kendric,strong,noble,leader,brave,wise
kendrick,strength,nobility,leadership,creativity,intelligence
kendriel,unique,mystical,strong,angelic,modern
kendrik,strong,leader,noble,protector,charismatic
kendrix,unique,strong,modern,creative,unisex
kendry,strength,uniqueness,creativity,leadership,resilience
kendy,friendly,creative,unique,energetic,kind
kendyl,strong,modern,unique,creative,independent
kendyll,strength,elegance,modernity,uniqueness,creativity
kendyn,unique,modern,strong,creative,trendy
kenechukwu,god's gift,divine blessing,strength,leadership,protection
kenedi,unique,modern,strong,feminine,sophisticated
keneisha,unique,modern,feminine,strong,creative
kenesha,unique,strong,creative,independent,compassionate
keneshia,unique,creative,strong,elegant,modern
keneth,strength,wisdom,leadership,reliability,intelligence
keng,strength,leadership,wisdom,tradition,resilience
